Site,Parameter,Date (LST),Year,Month,Day,Hour,Value,Unit,Duration,QC Name
Chengdu,PM2.5,5/20/2017 13:00,2017,5,20,13,98,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/20/2017 14:00,2017,5,20,14,87,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/20/2017 15:00,2017,5,20,15,79,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/20/2017 16:00,2017,5,20,16,77,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/20/2017 17:00,2017,5,20,17,53,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/20/2017 18:00,2017,5,20,18,42,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/20/2017 19:00,2017,5,20,19,34,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/20/2017 20:00,2017,5,20,20,40,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/20/2017 21:00,2017,5,20,21,47,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/20/2017 22:00,2017,5,20,22,47,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/20/2017 23:00,2017,5,20,23,51,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/21/2017 0:00,2017,5,21,0,46,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/21/2017 1:00,2017,5,21,1,48,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/21/2017 2:00,2017,5,21,2,48,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/21/2017 3:00,2017,5,21,3,51,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/21/2017 4:00,2017,5,21,4,43,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/21/2017 5:00,2017,5,21,5,40,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/21/2017 6:00,2017,5,21,6,30,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/21/2017 7:00,2017,5,21,7,36,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/21/2017 8:00,2017,5,21,8,35,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/21/2017 9:00,2017,5,21,9,41,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/21/2017 10:00,2017,5,21,10,42,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/21/2017 11:00,2017,5,21,11,43,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/21/2017 12:00,2017,5,21,12,42,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/21/2017 13:00,2017,5,21,13,45,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/21/2017 14:00,2017,5,21,14,50,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/21/2017 15:00,2017,5,21,15,56,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/21/2017 16:00,2017,5,21,16,55,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/21/2017 17:00,2017,5,21,17,71,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/21/2017 18:00,2017,5,21,18,83,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/21/2017 19:00,2017,5,21,19,81,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/21/2017 20:00,2017,5,21,20,67,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/21/2017 21:00,2017,5,21,21,80,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/21/2017 22:00,2017,5,21,22,109,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/21/2017 23:00,2017,5,21,23,67,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/22/2017 0:00,2017,5,22,0,47,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/22/2017 1:00,2017,5,22,1,60,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/22/2017 2:00,2017,5,22,2,37,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/22/2017 3:00,2017,5,22,3,23,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/22/2017 4:00,2017,5,22,4,24,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/22/2017 5:00,2017,5,22,5,24,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/22/2017 6:00,2017,5,22,6,21,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/22/2017 7:00,2017,5,22,7,21,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/22/2017 8:00,2017,5,22,8,35,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/22/2017 9:00,2017,5,22,9,39,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/22/2017 10:00,2017,5,22,10,29,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/22/2017 11:00,2017,5,22,11,26,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/22/2017 12:00,2017,5,22,12,38,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/22/2017 13:00,2017,5,22,13,38,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/22/2017 14:00,2017,5,22,14,22,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/22/2017 15:00,2017,5,22,15,5,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/22/2017 16:00,2017,5,22,16,13,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/22/2017 17:00,2017,5,22,17,8,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/22/2017 18:00,2017,5,22,18,16,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/22/2017 19:00,2017,5,22,19,19,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/22/2017 20:00,2017,5,22,20,22,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/22/2017 21:00,2017,5,22,21,17,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/22/2017 22:00,2017,5,22,22,37,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/22/2017 23:00,2017,5,22,23,47,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/23/2017 0:00,2017,5,23,0,32,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/23/2017 1:00,2017,5,23,1,32,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/23/2017 2:00,2017,5,23,2,34,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/23/2017 3:00,2017,5,23,3,30,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/23/2017 4:00,2017,5,23,4,15,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/23/2017 5:00,2017,5,23,5,22,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/23/2017 6:00,2017,5,23,6,11,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/23/2017 7:00,2017,5,23,7,18,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/23/2017 8:00,2017,5,23,8,15,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/23/2017 9:00,2017,5,23,9,16,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/23/2017 10:00,2017,5,23,10,17,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/23/2017 11:00,2017,5,23,11,27,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/23/2017 12:00,2017,5,23,12,23,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/23/2017 13:00,2017,5,23,13,28,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/23/2017 14:00,2017,5,23,14,28,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/23/2017 15:00,2017,5,23,15,25,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/23/2017 16:00,2017,5,23,16,33,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/23/2017 17:00,2017,5,23,17,34,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/23/2017 18:00,2017,5,23,18,36,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/23/2017 19:00,2017,5,23,19,28,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/23/2017 20:00,2017,5,23,20,24,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/23/2017 21:00,2017,5,23,21,29,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/23/2017 22:00,2017,5,23,22,35,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/23/2017 23:00,2017,5,23,23,41,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/24/2017 0:00,2017,5,24,0,39,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/24/2017 1:00,2017,5,24,1,42,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/24/2017 2:00,2017,5,24,2,39,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/24/2017 3:00,2017,5,24,3,40,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/24/2017 4:00,2017,5,24,4,42,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/24/2017 5:00,2017,5,24,5,31,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/24/2017 6:00,2017,5,24,6,27,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/24/2017 7:00,2017,5,24,7,27,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/24/2017 8:00,2017,5,24,8,27,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/24/2017 9:00,2017,5,24,9,48,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/24/2017 10:00,2017,5,24,10,52,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/24/2017 11:00,2017,5,24,11,50,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/24/2017 12:00,2017,5,24,12,60,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/24/2017 13:00,2017,5,24,13,58,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/24/2017 14:00,2017,5,24,14,52,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/24/2017 15:00,2017,5,24,15,67,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/24/2017 16:00,2017,5,24,16,65,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/24/2017 17:00,2017,5,24,17,68,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/24/2017 18:00,2017,5,24,18,56,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/24/2017 19:00,2017,5,24,19,50,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/24/2017 20:00,2017,5,24,20,90,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/24/2017 21:00,2017,5,24,21,99,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/24/2017 22:00,2017,5,24,22,61,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/24/2017 23:00,2017,5,24,23,46,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/25/2017 0:00,2017,5,25,0,26,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/25/2017 1:00,2017,5,25,1,29,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/25/2017 2:00,2017,5,25,2,26,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/25/2017 3:00,2017,5,25,3,27,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/25/2017 4:00,2017,5,25,4,30,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/25/2017 5:00,2017,5,25,5,28,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/25/2017 6:00,2017,5,25,6,23,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/25/2017 7:00,2017,5,25,7,28,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/25/2017 8:00,2017,5,25,8,33,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/25/2017 9:00,2017,5,25,9,27,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/25/2017 10:00,2017,5,25,10,24,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/25/2017 11:00,2017,5,25,11,26,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/25/2017 12:00,2017,5,25,12,30,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/25/2017 13:00,2017,5,25,13,22,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/25/2017 14:00,2017,5,25,14,23,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/25/2017 15:00,2017,5,25,15,25,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/25/2017 16:00,2017,5,25,16,28,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/25/2017 17:00,2017,5,25,17,27,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/25/2017 18:00,2017,5,25,18,27,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/25/2017 19:00,2017,5,25,19,22,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/25/2017 20:00,2017,5,25,20,30,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/25/2017 21:00,2017,5,25,21,27,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/25/2017 22:00,2017,5,25,22,-999,µg/m³,1 Hr,Missing
Chengdu,PM2.5,5/25/2017 23:00,2017,5,25,23,35,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/26/2017 0:00,2017,5,26,0,34,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/26/2017 1:00,2017,5,26,1,33,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/26/2017 2:00,2017,5,26,2,35,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/26/2017 3:00,2017,5,26,3,44,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/26/2017 4:00,2017,5,26,4,36,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/26/2017 5:00,2017,5,26,5,42,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/26/2017 6:00,2017,5,26,6,47,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/26/2017 7:00,2017,5,26,7,41,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/26/2017 8:00,2017,5,26,8,48,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/26/2017 9:00,2017,5,26,9,50,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/26/2017 10:00,2017,5,26,10,38,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/26/2017 11:00,2017,5,26,11,28,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/26/2017 12:00,2017,5,26,12,33,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/26/2017 13:00,2017,5,26,13,24,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/26/2017 14:00,2017,5,26,14,29,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/26/2017 15:00,2017,5,26,15,36,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/26/2017 16:00,2017,5,26,16,35,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/26/2017 17:00,2017,5,26,17,33,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/26/2017 18:00,2017,5,26,18,29,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/26/2017 19:00,2017,5,26,19,31,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/26/2017 20:00,2017,5,26,20,35,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/26/2017 21:00,2017,5,26,21,34,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/26/2017 22:00,2017,5,26,22,36,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/26/2017 23:00,2017,5,26,23,35,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/27/2017 0:00,2017,5,27,0,47,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/27/2017 1:00,2017,5,27,1,54,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/27/2017 2:00,2017,5,27,2,59,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/27/2017 3:00,2017,5,27,3,67,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/27/2017 4:00,2017,5,27,4,72,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/27/2017 5:00,2017,5,27,5,74,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/27/2017 6:00,2017,5,27,6,60,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/27/2017 7:00,2017,5,27,7,64,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/27/2017 8:00,2017,5,27,8,74,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/27/2017 9:00,2017,5,27,9,80,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/27/2017 10:00,2017,5,27,10,41,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/27/2017 11:00,2017,5,27,11,30,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/27/2017 12:00,2017,5,27,12,31,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/27/2017 13:00,2017,5,27,13,38,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/27/2017 14:00,2017,5,27,14,47,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/27/2017 15:00,2017,5,27,15,38,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/27/2017 16:00,2017,5,27,16,39,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/27/2017 17:00,2017,5,27,17,45,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/27/2017 18:00,2017,5,27,18,44,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/27/2017 19:00,2017,5,27,19,42,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/27/2017 20:00,2017,5,27,20,46,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/27/2017 21:00,2017,5,27,21,53,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/27/2017 22:00,2017,5,27,22,53,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/27/2017 23:00,2017,5,27,23,63,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/28/2017 0:00,2017,5,28,0,58,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/28/2017 1:00,2017,5,28,1,57,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/28/2017 2:00,2017,5,28,2,63,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/28/2017 3:00,2017,5,28,3,63,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/28/2017 4:00,2017,5,28,4,60,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/28/2017 5:00,2017,5,28,5,62,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/28/2017 6:00,2017,5,28,6,78,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/28/2017 7:00,2017,5,28,7,103,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/28/2017 8:00,2017,5,28,8,98,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/28/2017 9:00,2017,5,28,9,99,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/28/2017 10:00,2017,5,28,10,89,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/28/2017 11:00,2017,5,28,11,75,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/28/2017 12:00,2017,5,28,12,48,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/28/2017 13:00,2017,5,28,13,46,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/28/2017 14:00,2017,5,28,14,49,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/28/2017 15:00,2017,5,28,15,42,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/28/2017 16:00,2017,5,28,16,45,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/28/2017 17:00,2017,5,28,17,43,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/28/2017 18:00,2017,5,28,18,47,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/28/2017 19:00,2017,5,28,19,46,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/28/2017 20:00,2017,5,28,20,54,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/28/2017 21:00,2017,5,28,21,58,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/28/2017 22:00,2017,5,28,22,51,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/28/2017 23:00,2017,5,28,23,66,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/29/2017 0:00,2017,5,29,0,69,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/29/2017 1:00,2017,5,29,1,64,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/29/2017 2:00,2017,5,29,2,47,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/29/2017 3:00,2017,5,29,3,39,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/29/2017 4:00,2017,5,29,4,32,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/29/2017 5:00,2017,5,29,5,27,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/29/2017 6:00,2017,5,29,6,26,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/29/2017 7:00,2017,5,29,7,37,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/29/2017 8:00,2017,5,29,8,46,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/29/2017 9:00,2017,5,29,9,52,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/29/2017 10:00,2017,5,29,10,53,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/29/2017 11:00,2017,5,29,11,55,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/29/2017 12:00,2017,5,29,12,57,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/29/2017 13:00,2017,5,29,13,52,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/29/2017 14:00,2017,5,29,14,54,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/29/2017 15:00,2017,5,29,15,47,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/29/2017 16:00,2017,5,29,16,49,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/29/2017 17:00,2017,5,29,17,47,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/29/2017 18:00,2017,5,29,18,57,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/29/2017 19:00,2017,5,29,19,52,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/29/2017 20:00,2017,5,29,20,58,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/29/2017 21:00,2017,5,29,21,67,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/29/2017 22:00,2017,5,29,22,59,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/29/2017 23:00,2017,5,29,23,60,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/30/2017 0:00,2017,5,30,0,60,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/30/2017 1:00,2017,5,30,1,58,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/30/2017 2:00,2017,5,30,2,63,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/30/2017 3:00,2017,5,30,3,61,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/30/2017 4:00,2017,5,30,4,57,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/30/2017 5:00,2017,5,30,5,71,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/30/2017 6:00,2017,5,30,6,75,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/30/2017 7:00,2017,5,30,7,79,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/30/2017 8:00,2017,5,30,8,87,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/30/2017 9:00,2017,5,30,9,82,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/30/2017 10:00,2017,5,30,10,84,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/30/2017 11:00,2017,5,30,11,83,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/30/2017 12:00,2017,5,30,12,78,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/30/2017 13:00,2017,5,30,13,71,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/30/2017 14:00,2017,5,30,14,82,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/30/2017 15:00,2017,5,30,15,68,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/30/2017 16:00,2017,5,30,16,55,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/30/2017 17:00,2017,5,30,17,48,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/30/2017 18:00,2017,5,30,18,53,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/30/2017 19:00,2017,5,30,19,50,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/30/2017 20:00,2017,5,30,20,41,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/30/2017 21:00,2017,5,30,21,42,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/30/2017 22:00,2017,5,30,22,43,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/30/2017 23:00,2017,5,30,23,49,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/31/2017 0:00,2017,5,31,0,49,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/31/2017 1:00,2017,5,31,1,52,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/31/2017 2:00,2017,5,31,2,51,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/31/2017 3:00,2017,5,31,3,48,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/31/2017 4:00,2017,5,31,4,50,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/31/2017 5:00,2017,5,31,5,54,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/31/2017 6:00,2017,5,31,6,56,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/31/2017 7:00,2017,5,31,7,51,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/31/2017 8:00,2017,5,31,8,59,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/31/2017 9:00,2017,5,31,9,59,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/31/2017 10:00,2017,5,31,10,63,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/31/2017 11:00,2017,5,31,11,55,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/31/2017 12:00,2017,5,31,12,52,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/31/2017 13:00,2017,5,31,13,37,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/31/2017 14:00,2017,5,31,14,23,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/31/2017 15:00,2017,5,31,15,26,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/31/2017 16:00,2017,5,31,16,26,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/31/2017 17:00,2017,5,31,17,34,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/31/2017 18:00,2017,5,31,18,40,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/31/2017 19:00,2017,5,31,19,45,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/31/2017 20:00,2017,5,31,20,41,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/31/2017 21:00,2017,5,31,21,59,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/31/2017 22:00,2017,5,31,22,54,µg/m³,1 Hr,Valid
Chengdu,PM2.5,5/31/2017 23:00,2017,5,31,23,62,µg/m³,1 Hr,Valid
Chengdu,PM2.5,6/1/2017 0:00,2017,6,1,0,67,µg/m³,1 Hr,Valid
Chengdu,PM2.5,6/1/2017 1:00,2017,6,1,1,38,µg/m³,1 Hr,Valid
Chengdu,PM2.5,6/1/2017 2:00,2017,6,1,2,35,µg/m³,1 Hr,Valid
Chengdu,PM2.5,6/1/2017 3:00,2017,6,1,3,39,µg/m³,1 Hr,Valid
